id,title,release_date,popularity,vote_average,vote_count,genre_ids,original_language
481848,The Call of the Wild,2020-02-19,4.0623,7.522,3918,12|10751|18,en
1340355,Under Ninja,2025-01-24,4.062,7.0,9,28,ja
10747,The Outlaw Josey Wales,1976-06-30,4.062,7.44,1274,37,en
298312,The Visit,2015-09-10,4.0613,6.324,5128,27|53,en
23631,Machete,2010-09-01,4.061,6.345,3526,28|35|53,en
3112,The Night of the Hunter,1955-07-26,4.0607,7.861,1806,80|18|53,en
6278,Reign of Fire,2002-07-09,4.0602,6.2,2424,12|28|14,en
47369,Avenger,2006-04-09,4.0601,5.9,37,10770|28|53,en
434555,The Possession of Hannah Grace,2018-11-29,4.0596,5.63,1473,27|18,en
1887,Marie Antoinette,2006-05-24,4.0592,6.699,2936,18|36,en
993708,The Threesome,2025-09-04,4.0587,6.173,81,35|10749|18,en
8698,The League of Extraordinary Gentlemen,2003-07-11,4.058,5.975,4313,14|28|53|878,en
56832,Gantz,2010-11-29,4.0579,6.6,335,27|28|878,ja
51822,Love Hurts,2002-11-08,4.0567,8.01,359,18|10749,es
33875,Pokémon Heroes,2002-07-13,4.0567,6.693,383,16|12|28|14|878,ja
814776,Bottoms,2023-08-25,4.0566,6.8,829,35,en
29826,The Legend of the Nahuala,2007-10-31,4.0566,7.906,235,10751|14|16|27,es
518896,Warriors of Future,2022-08-05,4.0559,7.013,480,18|28|878,zh
134374,Pain & Gain,2013-04-18,4.0558,6.283,4779,35|80|28,en
8346,My Big Fat Greek Wedding,2002-04-19,4.0556,6.499,2274,35|18|10749,en
128246,A Werewolf Boy,2012-10-31,4.0555,7.7,287,10749|14,ko
8274,American Pie Presents: Band Camp,2005-11-23,4.0551,5.463,2213,35,en
1239251,Megamind vs. the Doom Syndicate,2024-03-01,4.0549,5.1,326,16|35|878,en
15189,Hotel for Dogs,2009-01-16,4.0532,6.051,908,35|10751,en
395,AVP: Alien vs. Predator,2004-08-12,4.0528,5.945,4901,12|878|28|27,en
14347,Blame It on Rio,1984-02-17,4.0527,5.754,193,35|10749,en
4836,Layer Cake,2004-09-30,4.0521,6.917,2342,18|53|80,en
25278,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007-03-03,4.0518,6.9,165,28|12|16|35|14,ja
205,Hotel Rwanda,2004-12-22,4.0513,7.72,3139,18|36|10752,en
729854,Concrete Utopia,2023-08-09,4.0508,6.914,292,53|28,ko
9471,Charlie's Angels: Full Throttle,2003-06-25,4.0503,5.484,3264,28|12|35,en
460400,Sound! Euphonium The Movie: May the Melody Reach You!,2017-09-30,4.0501,7.0,21,16|18|10402,ja
782054,Doraemon the Movie: Nobita's Little Star Wars 2021,2022-03-04,4.05,6.55,130,16|878|12|10751|14|35,ja
575604,The Call,2020-11-23,4.05,7.489,958,53|9648|878,ko
9571,Dazed and Confused,1993-09-24,4.0491,7.319,2236,35|18,en
216282,Into the Storm,2014-08-06,4.0487,6.055,2146,28|53,en
26546,Lupin the Third: Green vs Red,2008-04-02,4.0483,6.3,62,28|16|35|18|80,ja
134411,Snitch,2013-02-21,4.0472,6.1,2470,28,en
222936,Aloha,2015-05-29,4.0467,5.515,2145,18|35|10749,en
68507,Jan Dara,2001-09-28,4.0465,5.875,52,10749|18,th
3110,Shane,1953-04-23,4.0465,7.3,674,18|37,en
14174,Lie with Me,2005-11-11,4.0458,5.168,310,18,en
1337397,Mischief,2024-09-20,4.0448,7.4,10,18|10749,tl
10048,Stealth,2005-07-27,4.0448,5.464,1148,878,en
16638,El Cid,1961-10-24,4.0436,6.831,296,28|18|36|10749|10752,en
10328,Cocoon,1985-06-21,4.0433,6.636,1393,35|878|9648|18,en
6795,Zathura: A Space Adventure,2005-11-06,4.0428,6.4,3541,878|12|10751,en
22971,Dear John,2010-02-04,4.0417,6.841,4267,18|10749|10752,en
907,Doctor Zhivago,1965-12-22,4.0416,7.546,1257,18|10749|10752,en
28276,Good Morning,1959-05-12,4.0415,7.7,308,35|10751|18,ja
74135,Gantz: Perfect Answer,2011-04-23,4.0407,6.65,227,28|9648|878|27,ja
42269,We All Loved Each Other So Much,1974-12-21,4.0404,8.292,638,18|35,it
59108,Tower Heist,2011-11-02,4.0391,6.114,3153,28|35,en
8195,Ronin,1998-09-25,4.0389,6.962,2635,28|53|80,en
17457,The Twins Effect,2003-03-08,4.038,6.11,186,28|35|27,cn
11860,Sabrina,1995-12-15,4.0379,6.213,680,10749|18|35,en
49494,The Eagle,2011-02-08,4.0372,6.246,1408,12|18,en
9826,The Phantom,1996-06-06,4.037,5.3,608,12|28,en
1103437,Please Don't Feed the Children,2025-07-03,4.0365,6.2,73,27|53,en
10336,Spawn,1997-07-31,4.0362,5.433,1459,28|12|14|27|878|53,en
1462229,Pegasus 3,2026-02-17,4.0347,7.1,18,18|35,zh
18329,Happy Together,1997-05-30,4.0343,7.6,790,18|10749,cn
429245,Even Though I Don't Like It,2016-09-03,4.0341,4.8,18,10749|18|14,ja
11212,Baby's Day Out,1994-07-01,4.0331,6.404,1441,35|12|10751|80,en
8202,Æon Flux,2005-11-30,4.0331,5.637,2432,878|28|53,en
228794,Provocation,1995-12-15,4.0311,5.3,23,18|10749,it
866,Finding Neverland,2004-10-29,4.0311,7.319,3720,18|14,en
9394,They Call Me Trinity,1970-12-22,4.0292,7.559,1431,28|35|37,it
424121,Apostle,2018-09-21,4.0278,6.137,1562,27|9648,en
482150,Liz and the Blue Bird,2018-04-21,4.0275,7.51,153,16|18|10402,ja
1071215,Thanksgiving,2023-11-16,4.0257,6.473,1549,27|9648,en
52520,Underworld: Awakening,2012-01-19,4.0253,6.334,4321,14|28|27,en
8967,The Tree of Life,2011-05-17,4.0236,6.726,3308,18|14,en
397469,New Folder 2,2015-10-23,4.0233,5.1,5,18,ko
1996,Lara Croft: Tomb Raider - The Cradle of Life,2003-07-21,4.0231,5.757,4479,12|28|14,en
2026,Hostage,2005-03-10,4.0227,6.345,1735,28|53|80,en
2026,Hostage,2005-03-10,4.0227,6.345,1735,28|53|80,en
399360,Alpha,2018-08-17,4.0225,6.537,2726,12|18,en
292047,Tokyo Noir,2004-09-24,4.0221,8.5,2,18,ja
4689,Sympathy for Mr. Vengeance,2002-03-29,4.0221,7.46,1677,28|18|53,ko
2112,Payback,1999-02-05,4.0213,6.8,1976,28|18|80|53,en
532639,Pinocchio,2022-09-07,4.0201,6.29,1715,14|12|10751,en
575299,Fidelity,2019-10-31,4.0197,6.7,326,18,ru
2655,What Lies Beneath,2000-07-21,4.0192,6.43,2002,18|27|9648|53,en
13600,City of Ember,2008-10-07,4.0191,6.345,1874,12|10751|14,en
1272405,Kung Fu,2026-02-06,4.0185,10.0,1,28|18,zh
1254135,"13 Days, 13 Nights",2025-06-27,4.0174,6.662,210,10752|28|53,fr
13700,Home on the Range,2004-04-02,4.0174,6.0,2140,16|10751,en
1216191,Oddity,2024-07-19,4.0166,6.658,749,27|9648,en
16407,Dragon Lord,1982-01-21,4.0164,6.4,151,28|35,cn
47648,King of Beggars,1992-12-17,4.0147,6.9,141,28|35|18,cn
1043905,Dirty Angels,2024-12-11,4.0139,6.1,371,18|53|10752,en
2312,In the Name of the King: A Dungeon Siege Tale,2007-11-29,4.0138,4.766,912,12|14|28|18,en
9894,The Cable Guy,1996-06-10,4.0137,5.995,2642,35|18|53,en
579741,Words Bubble Up Like Soda Pop,2021-07-22,4.0133,7.3,329,16|10749|18,ja
436245,Daphne,2017-01-29,4.0131,5.6,68,35|18,en
1440769,The Beekeeper 2,2027-01-14,4.0128,0.0,0,28|80|53,en
1090869,The Lord of the Rings: The Hunt for Gollum,2027-12-15,4.0121,0.0,0,14|12,en
76640,The Last Stand,2013-01-12,4.0118,6.079,2953,28|80|53,en
762430,Retribution,2023-08-23,4.0107,6.5,1342,53|28|12,en
9631,The Negotiator,1998-07-29,4.01,7.105,2348,28|80|18|53,en
485942,Batman Ninja,2018-03-24,4.0094,5.9,1061,16|28|878,ja
635910,The Last Voyage of the Demeter,2023-08-09,4.0089,6.752,1905,27|14,en
21521,Project A Part II,1987-07-25,4.0081,7.128,329,28|35,cn
3685,Apache Gold,1963-12-11,4.0078,6.85,173,37|12,de
152532,Dallas Buyers Club,2013-11-01,4.0072,7.917,9012,18|36,en
350499,Pokémon the Movie: Hoopa and the Clash of Ages,2015-07-18,4.0071,6.8,305,10751|12|16|28|14,ja
8699,Anchorman: The Legend of Ron Burgundy,2004-06-28,4.0067,6.705,4544,35,en
297608,The Taking of Deborah Logan,2014-10-21,4.0065,6.553,1448,27|9648,en
1186532,The Forge,2024-08-22,4.0046,8.2,326,18|10751,en
8489,Ali,2001-12-10,4.0045,6.753,1853,18,en
2759,"The Adventures of Priscilla, Queen of the Desert",1994-05-31,4.0033,7.264,905,18|35,en
10060,Get Rich or Die Tryin',2005-11-09,4.003,6.8,1021,18|80|10402,en
1059,The Hidden Fortress,1958-12-28,4.003,7.979,696,18|28|12,ja
839,Duel,1971-11-13,4.0008,7.415,2042,28|53|10770,en
1014840,Bula,2022-09-02,4.0005,5.9,20,53|27,tl
9289,The Longest Day,1962-09-25,4.0005,7.6,1006,10752|28|18,en
1546963,Soyut Dışavurumcu Bir Dostluğun Anatomisi Veyahut Yan Yana,2025-11-14,3.9997,7.3,9,18|35,tr
271969,Ben-Hur,2016-08-17,3.9994,5.774,1772,28|36|12|18,en
66075,My Father's Private Secretary,1976-12-29,3.9992,5.2,21,35,it
9645,Ghost Ship,2002-10-25,3.9974,6.0,2627,27|9648|53,en
173185,It Boy,2013-03-06,3.9972,6.5,1569,35,fr
282069,Parasyte: Part 1,2014-11-29,3.9971,7.1,307,878|27|28|18,ja
1165642,Lost in Starlight,2025-05-30,3.9962,7.289,142,16|10749|878|18,ko
372343,The Snowman,2017-08-24,3.9961,5.223,2361,80|53|9648|27,en
75258,Secret of the Wings,2012-08-17,3.9944,7.242,1350,16|10751|14|12,en
644479,Dedicated to my ex,2019-11-01,3.994,8.3,513,18|35,es
150,48 Hrs.,1982-12-07,3.9926,6.7,1687,80|28|35,en
572164,EXIT,2019-07-31,3.9922,7.606,292,28|35,ko
4518,Elizabeth,1998-09-13,3.9902,7.169,1491,18|36,en
1241320,Kingdom: Return of the Great General,2024-07-12,3.9897,6.8,673,28|12,ja
67359,The Click,1985-04-17,3.9891,4.3,15,53,fr
497370,The Drug King,2018-12-19,3.9889,6.3,157,80|28|18,ko
85350,Boyhood,2014-06-05,3.9885,7.492,5478,18,en
1315076,The Solitary Gourmet,2025-01-10,3.9876,7.4,14,12|35|18,ja
39106,Dragon Ball Z: Bio-Broly,1994-07-09,3.9861,5.77,557,16|28|878,ja
9671,Crocodile Dundee,1986-09-26,3.9845,6.439,2094,12|35,en
576784,Upon the Magic Roads,2021-02-18,3.9844,6.791,309,12|14,ru
482040,Mom's Friend 3,2017-03-30,3.9844,5.2,5,10749|18,ko
699134,Neighborhood Oppas,2020-03-11,3.9843,0.0,0,10749,ko
693158,Proximity,2020-05-15,3.9841,6.565,364,878|18,en
9488,Spy Kids 2: The Island of Lost Dreams,2002-08-07,3.9835,5.656,2329,10751|28|12|35|878,en
1475490,The Calling Witch,2026-01-20,3.9834,5.6,10,53|27|18,en
160806,Street Angels,1996-06-07,3.9828,5.6,11,28|80|35|53,cn
664767,Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,3.9818,8.088,1445,16|28|14,en
1512623,Risqué,2025-08-01,3.9813,7.4,66,28|80|53,en
471413,"Sex First, Love Second",2017-08-03,3.9812,5.4,11,10749|18,ko
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22,3.9809,6.217,1231,878|12|28|35|10751,en
3175,Barry Lyndon,1975-12-18,3.9805,7.994,3153,18|10749|10752|36,en
506574,Descendants 3,2019-08-02,3.9804,7.7,1606,10751|10770|12|14|10402,en
257445,Goosebumps,2015-08-05,3.9803,6.308,3963,12|27|35,en
784130,The Night Belongs to Lovers,2021-12-16,3.9774,5.6,19,10749|18,fr
2140,Kiss of the Dragon,2001-07-06,3.9774,6.895,1314,28|80|53,en
1531018,Hot Night,2025-08-29,3.9759,7.0,3,18,tl
309809,The Little Prince,2015-07-29,3.9759,7.615,2955,12|16|14|10751,en
18725,The Enforcer,1995-02-08,3.9756,6.73,174,28|80|53,cn
10028,Honey,2003-12-05,3.9748,6.339,1229,10402|18|10749,en
1657717,Woven,2026-04-15,3.9744,0.0,0,,pl
817758,TÁR,2022-10-07,3.974,7.103,1500,10402|18,en
34179,14 Blades,2010-02-04,3.9728,6.3,210,18|28|53,zh
49009,The Way Back,2010-11-22,3.9727,6.998,1741,18|12|36,en
1151534,Nowhere,2023-09-29,3.9715,7.311,1549,53|18,es
187826,Cute But Ordinary,1981-03-12,3.9714,4.6,25,18|53,pt
1437985,Open Season 2,2025-12-10,3.9713,5.955,33,35,fr
14533,Gia,1998-09-22,3.9713,7.11,813,10749|18,en
58233,Johnny English Reborn,2011-09-15,3.9707,6.242,3551,80|28|35,en
937249,57 Seconds,2023-09-29,3.9703,6.125,630,53|878|28,en
39448,"Yes, Madam!",1985-11-30,3.97,7.116,112,28|35|80|18|53,cn
289720,Outcast,2014-09-26,3.9694,5.156,502,28|12,en
744857,When Evil Lurks,2023-10-05,3.9681,7.151,1413,27|53,es
50087,Pokémon: Zoroark - Master of Illusions,2010-07-10,3.9676,6.72,232,10751|16|12|14,ja
8840,DragonHeart,1996-05-31,3.9667,6.548,2131,14|28|12|18,en
44943,Battle: Los Angeles,2011-03-08,3.9642,5.813,3691,878|28,en
337803,Dial M for Murder,1981-04-09,3.964,5.9,13,53|10770,en
7350,The Bucket List,2007-12-25,3.9637,7.189,4073,18|35,en
58431,Pride and Prejudice and Zombies,2016-02-04,3.9627,6.165,2290,10749|27|35|53,en
58431,Pride and Prejudice and Zombies,2016-02-04,3.9627,6.165,2290,10749|27|35|53,en
877957,Drifting Home,2022-09-09,3.9624,7.37,332,16|14|12,ja
551804,Freaky,2020-11-12,3.9624,6.564,1822,27|35,en
398221,Summer of Director Oh,2016-03-03,3.9611,6.0,1,10749|18,ko
350312,Bāhubali 2: The Conclusion,2017-04-27,3.9608,7.449,840,28|12|14,te
449985,Triple Threat,2019-03-19,3.9606,6.429,633,53|28,en
799710,The Wild,2023-11-15,3.9605,5.1,24,28|80,ko
132363,The Butler,2013-08-16,3.9601,7.329,3007,18,en
195589,Neighbors,2014-05-08,3.9597,6.182,7238,35,en
429415,Extinction,2018-07-15,3.9594,6.037,1976,28|18|878|53,en
376660,The Edge of Seventeen,2016-11-18,3.9592,7.153,4234,35|18,en
1265063,After the Hunt,2025-10-09,3.959,5.661,471,18,en
177945,"Like Father, Like Son",2013-09-24,3.959,7.696,792,18,ja
458305,Vivarium,2019-09-07,3.9589,6.049,2465,878|9648|27,en
1224993,Dark Nuns,2025-01-24,3.9586,6.3,79,27|9648|53|18,ko
2085,Romeo Must Die,2000-03-22,3.9573,6.265,1321,28|80|53,en
29452,The Face of Another,1966-07-15,3.9572,7.759,280,18|878,ja
188161,A Million Ways to Die in the West,2014-05-22,3.9551,6.053,4368,35|37,en
1318335,The Rays and Shadows,2026-03-18,3.955,7.604,67,18|36|10751,fr
1069905,Jay Kelly,2025-11-14,3.9546,6.137,398,18|35,en
342470,All the Bright Places,2020-02-28,3.9545,7.631,3004,10749|18,en
133805,Carrie,2013-10-16,3.9541,6.047,4695,18|27,en
39108,Dragon Ball Z: Wrath of the Dragon,1995-07-15,3.9538,7.296,774,16|28|878,ja
10601,Peter Pan,2003-12-18,3.9523,7.136,2752,12|14|10751,en
1029235,Azrael,2024-09-27,3.9512,5.906,406,28|27|53,en
1367125,Gaua (The Night),2025-11-13,3.9506,6.128,39,18|27|14,eu
39206,Detective Conan: Jolly Roger in the Deep Azure,2007-04-21,3.9505,6.5,146,16|12,ja
20943,The Ugly Truth,2009-07-24,3.9486,6.505,3741,35|10749,en
838240,Robot Dreams,2023-12-06,3.9478,7.977,776,16|18|35|878,es
210860,Mortdecai,2015-01-21,3.9463,5.519,2748,35|12,en
7484,Open Season,2006-09-27,3.9462,6.187,2965,16|10751|12|35,en
432991,Sister of Mine,2017-01-31,3.946,5.2,55,18|53,es
8584,Shanghai Noon,2000-05-26,3.9455,6.413,2741,12|28|35|37,en
80035,The Watch,2012-07-26,3.9451,5.591,2452,35|28|878,en
249688,The End of the Tour,2015-07-31,3.945,7.013,607,18,en
17529,True Grit,1969-06-11,3.945,7.328,845,37,en
1640586,The 2012 Sandy Hook Massacre & What Led Up To It [Adam Lanza],,3.9449,0.0,0,,en
2976,Hairspray,2007-07-19,3.9431,6.66,2604,35|10749|18,en
27579,The American,2010-08-31,3.9426,5.98,1500,80|18|53,en
482321,Ron's Gone Wrong,2021-10-14,3.9425,7.859,2001,16|878|10751|35,en
118406,Road to Ninja: Naruto the Movie,2012-07-28,3.941,7.362,1240,16|14|28,ja
50456,Hanna,2011-04-07,3.9408,6.586,3633,28|53|12,en
306819,The Danish Girl,2015-11-27,3.9399,7.55,5926,18,en
420808,Peter Pan & Wendy,2023-04-20,3.939,5.4,758,10751|14|28|12,en
399170,Logan Lucky,2017-08-17,3.939,6.737,3803,35|80|28|18,en
1247002,The Old Woman with the Knife,2025-04-30,3.9389,6.551,79,28|9648|18,ko
9879,Striptease,1996-06-28,3.9377,5.55,1163,35|80|18,en
55931,The Animatrix,2003-05-09,3.9371,7.211,1753,16|878,en
944496,Sister-in-law's Sensation,2021-03-17,3.9367,3.0,5,18,ko
1647317,SPUNG,2002-03-21,3.9366,0.0,0,18,sv
50476,Untold Scandal,2003-10-02,3.9357,6.4,61,18|10749,ko
788263,V.C. Andrews' Hidden Jewel,2021-03-28,3.9343,6.9,23,10770|18,en
207945,Horny Diver: Tight Shellfish,1985-07-20,3.9338,2.8,6,18,ja
8012,Get Shorty,1995-10-20,3.9335,6.503,1198,35|53|80,en
339988,The Circle,2017-04-27,3.9334,5.523,4571,18|53|878,en
900783,The Kashmir Files,2022-03-11,3.9332,7.132,91,36|18,hi
261023,Black Mass,2015-09-17,3.9327,6.531,3570,18|80|36,en
571055,Down,2019-02-01,3.9323,6.8,249,27|53|10770,en
19585,G-Force,2009-07-24,3.9319,5.484,1993,10751|14|28|12|35,en
593910,Cinderella,2021-09-03,3.9304,6.3,1464,14|10749|35,en
13460,Doomsday,2008-03-14,3.929,5.941,1378,28|53|878,en
257094,Holland,2025-03-09,3.9289,5.381,495,53|9648,en
88978,Death Valley,1968-10-11,3.9286,5.6,5,28,zh
2662,House of 1000 Corpses,2003-04-11,3.9285,6.2,1736,27,en
39323,Dragon Ball Z: Bardock - The Father of Goku,1990-10-17,3.9282,7.567,761,16|28|878|18|14,ja
280180,Beverly Hills Cop: Axel F,2024-06-20,3.9279,6.655,1402,28|35|80,en
336000,The Glass Castle,2017-08-11,3.9273,7.106,895,18,en
186058,Lady Red Rose,2006-05-27,3.9254,4.7,3,18,ja
51209,Kill the Irishman,2011-03-10,3.9253,6.778,695,28|80|53|18,en
2619,Splash,1984-03-09,3.9253,6.258,1469,35|10749|14,en
361292,Suspiria,2018-10-26,3.9247,6.905,2741,27|9648|18,en
724209,Heart of Stone,2023-08-09,3.9244,6.73,1881,28|80|53,en
796499,Army of Thieves,2021-10-29,3.9238,6.803,2248,28|80|35,en
743814,Serve the People,2022-02-23,3.9223,6.4,49,18,ko
59965,Abduction,2011-09-22,3.9214,5.838,3007,53|28|9648,en
1364904,A Useful Ghost,2025-08-27,3.9208,6.3,26,35|18|14,th
1548113,The Muppet Show,2026-02-03,3.9203,7.207,92,35|10751|10402|10770,en
16321,Zu Warriors,2001-08-09,3.9202,5.6,73,14|28,cn
10159,The Rundown,2003-09-26,3.9193,6.4,2151,12|28|35|53,en
820609,No One Will Save You,2023-09-21,3.9189,6.677,1422,27|878,en
455839,Time Trap,2018-06-22,3.9188,6.313,1311,878|12,en
8469,Animal House,1978-07-28,3.9183,6.971,1651,35,en
334376,Ghost in the Shell: The New Movie,2015-06-20,3.9173,6.622,225,878|16,ja
985,Eraserhead,1977-09-28,3.9166,7.3,2714,27|878,en
76489,The Three Stooges,2012-04-13,3.9165,5.807,636,35,en
671074,My Wife's Lover 3,2020-01-10,3.9164,4.5,2,10749,ko
283984,Fate/stay night: Heaven's Feel I. Presage Flower,2017-10-14,3.9164,7.423,252,28|16|18|14|10749,ja
25769,Carriers,2009-09-04,3.9164,6.053,1487,28|18|27|878|53,en
9545,Sniper,1993-01-29,3.9162,6.2,459,28|18|53,en
11072,Blazing Saddles,1974-02-07,3.9161,7.242,2053,37|35,en
13920,Radio,2003-10-24,3.9159,7.307,817,18,en
995926,"I, the Executioner",2024-09-13,3.9152,6.909,93,28|80|35,ko
1184303,Our Dating Sim,2023-09-25,3.9145,9.0,1,10749,ko
181283,Child 44,2015-03-15,3.9136,6.285,1800,80|53,en
10586,The Ghost and the Darkness,1996-10-11,3.9136,6.822,1129,12|53|36,en
4614,The Sum of All Fears,2002-05-31,3.9133,6.4,1932,53|28|18,en
8867,The Punisher,1989-10-05,3.9129,5.75,670,28|80|18|53,en
1075536,Suki,2023-02-24,3.9123,4.6,12,18,tl
15657,Tarzan II,2005-06-13,3.912,6.089,1229,12|16|10751,en
3635,Girl with a Pearl Earring,2003-12-12,3.9114,6.634,1465,18|10749,en
464889,Sniper: Ultimate Kill,2017-10-03,3.911,6.416,376,28,en
417261,Forever My Girl,2018-01-26,3.911,7.601,1368,10749|18,en
22683,Gifted Hands: The Ben Carson Story,2009-02-07,3.9107,7.785,775,18,en
1710,Copycat,1995-10-27,3.9105,6.472,1240,53|80|9648,en
80295,14 and Under,1973-08-16,3.9091,5.4,46,35|10749,de
668482,Roald Dahl's Matilda the Musical,2022-11-25,3.9089,6.791,809,10751|35|14,en
265851,No Tears for the Dead,2014-06-04,3.9089,7.229,288,28|53|18,ko
370964,I Am Dragon,2015-12-03,3.9086,7.2,406,14|10749,ru
614917,King Richard,2021-11-18,3.9078,7.601,2819,18|36,en
9944,The Pelican Brief,1993-09-17,3.9068,6.595,1746,53|80|18,en
216527,Avatar 4,2029-12-19,3.9064,0.0,0,878|12|28,en
1680,King Kong vs. Godzilla,1962-08-11,3.9063,6.901,340,878|35|12|14|28,ja
9327,The Nutty Professor,1996-06-28,3.9062,5.637,3088,14|35|10749|878,en
68341,Cold Fish,2011-01-29,3.906,6.925,394,18|53|80|27,ja
627725,The Banker,2020-03-06,3.9058,7.622,1094,18,en
91668,Shooting Range,1979-01-01,3.9058,5.0,10,16,en
523607,Maestro,2023-11-22,3.9053,6.266,824,18|10749|10402,en
3597,I Know What You Did Last Summer,1997-10-17,3.9044,5.999,3222,27|53|9648,en
1188258,18x2 Beyond Youthful Days,2024-03-14,3.9041,7.56,58,10749|18,zh
1193128,I Was a Stranger,2025-12-31,3.904,6.3,19,18|53,ar
643215,Asterix & Obelix: The Middle Kingdom,2023-02-01,3.9038,4.82,1156,10751|35|12|14,fr
10027,Unleashed,2005-02-02,3.9038,6.94,2156,28|80,en
270487,"Hail, Caesar!",2016-02-05,3.9031,5.94,3982,35|80|18|9648|36,en
375785,Then Came You,2018-12-05,3.903,7.462,538,35|18,en
1627796,Pansamantala,2026-02-13,3.9029,7.0,3,18,tl
1658209,Maid's Obsession,2026-03-27,3.9026,4.5,2,18,tl
42741,A Cop,1972-10-01,3.9024,6.602,283,80|53,fr
56123,The Banquet,1991-11-30,3.9021,5.588,17,35,cn
552178,Dark Waters,2019-11-22,3.902,7.53,2500,18|53,en
2640,Heathers,1989-03-31,3.9019,7.3,1850,35|80,en
12150,Sea of Love,1989-09-15,3.9018,6.616,680,80|18|10749,en
83201,Puss in Boots: The Three Diablos,2012-02-07,3.9014,6.5,511,12|16|35|10751,en
1059128,Queer,2024-11-27,3.9009,6.59,501,18|10749,en
180894,Ninja: Shadow of a Tear,2013-12-27,3.8989,6.657,414,28|80|53,en
712,Four Weddings and a Funeral,1994-03-09,3.8988,6.773,2977,35|18|10749,en
508935,The Eight Hundred,2020-08-14,3.8972,7.0,325,10752|36|18|28,zh
186,Lucky Number Slevin,2006-02-24,3.8966,7.477,4414,18|53|80|9648,en
11012,Damage,1992-12-02,3.8961,6.6,665,18|10749,en
870360,The Day the Earth Blew Up: A Looney Tunes Movie,2024-08-01,3.8924,7.55,209,10751|35|12|16|878,en
838,American Graffiti,1973-08-11,3.8922,7.036,1564,35|18,en
1223178,Umamusume: Pretty Derby - Beginning of a New Era,2024-05-24,3.8921,7.9,17,16|18|35|14,ja
4643,The Guardian,2006-09-28,3.8919,7.132,1650,28|12|18,en
6877,Failure to Launch,2006-03-10,3.8912,5.834,1775,10749|35,en
10413,Nowhere to Run,1993-01-15,3.8902,6.5,803,28|18|53|10749,en
1237082,31 Minutes: One Hot Christmas,2025-11-19,3.8893,7.7,33,10751|35|12|10402,es
613093,Valley of the Dead,2020-10-08,3.8886,6.2,322,35|27|10752,es
9208,Broken Arrow,1996-02-09,3.8873,6.061,1646,28|53,en
1096197,No Way Up,2024-01-18,3.8853,6.3,1099,53|27|28,en
1280015,Sunny Dancer,2026-08-13,3.8852,0.0,0,18,en
60669,Book Girl,2010-05-01,3.8851,6.1,17,16|18|10749,ja
1040159,My Massive Cock,2022-10-24,3.8848,5.7,11,99,en
970947,The Shrouds,2025-04-03,3.8844,5.8,216,878|53|27|18|9648,en
174569,Christus,1916-04-08,3.8839,5.7,10,18,it
409,The English Patient,1996-11-14,3.8838,7.148,2371,18|10749|10752,en
339331,Honey,1981-05-08,3.883,4.6,19,18,it
10098,The Kid,1921-01-21,3.8825,8.141,2349,35|18,en
664469,Amsterdam,2022-09-27,3.8822,6.068,1805,9648|35|18,en
615165,Her Blue Sky,2019-10-11,3.8821,7.288,166,16|10749,ja
1075676,Uprising,2024-10-02,3.882,6.975,200,28|18|36,ko
170687,The Boxtrolls,2014-09-10,3.8819,6.706,1784,16|35|10751|14,en
22383,The Professionals,1966-11-01,3.8814,7.094,335,37|12|28,en
1072342,Night Swim,2024-01-03,3.8799,5.504,834,27|9648,en
51482,Death Note Relight 1: Visions of a God,2007-08-31,3.8798,7.9,382,10770|80|18|14|53|16,ja
1016011,Yoon-Yool and Russian Sexy Woman,2022-06-24,3.8793,10.0,1,10749,ko
3563,I Now Pronounce You Chuck & Larry,2007-07-12,3.8793,6.079,2507,35|10749,en
11967,Young Guns,1988-08-12,3.8781,6.672,1018,37|28|12,en
2323,Field of Dreams,1989-04-21,3.878,7.112,1649,18|14,en
826704,Blue,2021-04-09,3.8772,6.7,10,18,ja
228066,Victor Frankenstein,2015-11-10,3.8764,5.948,2264,18|878|53,en
2334,Taxi 3,2003-01-29,3.8755,5.763,1640,28|35|80,fr
774752,The Guardians of the Galaxy Holiday Special,2022-11-24,3.8745,7.094,2332,35|878|12,en
1297345,A Picture of Madame Yuki,1975-04-01,3.8744,0.0,0,18,ja
823625,Blacklight,2022-02-10,3.872,6.2,1252,28|53|12,en
1013482,Borderline,2025-03-14,3.8702,5.748,147,35|27|53,en
801,"Good Morning, Vietnam",1987-12-23,3.8697,7.302,2977,35|18|10752,en
22824,The Fourth Kind,2009-11-05,3.8695,6.341,1857,9648|878|53,en
228805,Detective Conan: Private Eye in the Distant Sea,2013-04-19,3.8691,6.6,126,16|28|18,ja
1340878,Doctor Who at the Proms,2024-12-24,3.8688,7.2,4,10402,en
635,Angel Heart,1987-03-06,3.8682,7.125,1708,27|9648,en
1226306,Katas,2024-02-09,3.8677,5.2,6,18|53,tl
351460,Death Note,2017-08-25,3.8673,4.265,4098,80|14|27,en
39104,Dragon Ball Z: Super Android 13!,1992-07-11,3.8661,6.925,603,28|16|878,ja
26945,Cardcaptor Sakura: The Movie,1999-08-21,3.8655,7.6,161,14|16|12,ja
1273049,Dragon,2025-02-21,3.8653,7.6,35,10749|35|18,ta
