id,title,release_date,popularity,vote_average,vote_count,genre_ids,original_language
91314,Transformers: Age of Extinction,2014-06-25,8.0357,5.958,8684,878|28|12,en
207703,Kingsman: The Secret Service,2015-01-24,8.0324,7.62,17721,80|35|28|12,en
1426776,STRAW,2025-06-05,8.0314,7.707,937,53|18|80,en
10501,The Road to El Dorado,2000-03-31,8.0307,7.256,4015,10751|12|16|35|14,en
353486,Jumanji: Welcome to the Jungle,2017-12-09,8.0186,6.817,14393,12|35|14|28,en
937287,Challengers,2024-04-18,8.0072,6.9,2634,18|10749,en
458376,Neo Chinpira 2: Zoom Goes the Bullet,1991-04-12,7.9994,0.0,0,,ja
891,All the President's Men,1976-04-09,7.9964,7.662,2048,18|9648|53,en
1174128,Forbidden Fairytale,2025-01-08,7.9893,7.4,19,35|10749,ko
110415,Snowpiercer,2013-08-01,7.9893,6.909,10347,28|878|18,ko
705996,Decision to Leave,2022-06-29,7.9883,7.317,1476,53|9648|10749,ko
2355,Reign Over Me,2007-03-22,7.9823,7.214,1169,18,en
1368314,Passenger,2026-05-20,7.9815,0.0,0,27|12|53,en
181533,Night at the Museum: Secret of the Tomb,2014-12-17,7.9769,6.222,6191,12|35|14|10751,en
49529,John Carter,2012-03-07,7.97,6.36,6039,28|12|878,en
841,Dune,1984-12-14,7.9658,6.18,3389,28|878|12,en
12242,Mulan II,2004-11-03,7.9547,6.516,2491,16|35|10751|28,en
2048,"I, Robot",2004-07-15,7.9487,6.96,12559,28|878,en
95,Armageddon,1998-07-01,7.9482,6.829,8504,28|53|878|12,en
8078,Alien Resurrection,1997-11-12,7.9417,6.166,5491,878|27|28,en
43949,Flipped,2010-08-06,7.9376,8.006,3294,10749|18,en
1159311,My Hero Academia: You're Next,2024-08-02,7.9353,7.217,203,16|28|12|878,ja
855435,Faces of Death,2026-04-10,7.9281,6.3,6,27|53,en
46738,Incendies,2010-09-17,7.9277,8.101,3226,18|10752|9648,fr
9340,The Goonies,1985-06-07,7.923,7.514,6178,12|35|10751,en
3782,Ikiru,1952-10-09,7.9124,8.309,1328,18,ja
661374,Glass Onion: A Knives Out Mystery,2022-11-23,7.9053,7.032,6723,35|80|9648,en
11013,Secretary,2002-09-20,7.9028,6.79,1875,10749|18|35,en
916224,Suzume,2022-11-11,7.8995,7.886,1703,16|18|12|14,ja
1492341,Noah Kahan: Out of Body,2026-03-16,7.897,10.0,2,99|10402,en
20526,TRON: Legacy,2010-12-14,7.8945,6.539,7852,12|28|878,en
756999,The Black Phone,2022-06-16,7.8901,7.528,5760,27|53,en
296,Terminator 3: Rise of the Machines,2003-07-02,7.8779,6.186,7184,28|53|878,en
513434,One Cut of the Dead,2017-11-04,7.8742,7.628,964,35|27|18,ja
941,Lethal Weapon,1987-03-06,7.8728,7.288,4991,28|53|80,en
2832,Identity,2003-04-25,7.8643,7.178,4295,9648|53,en
1353333,Mouseboat Massacre,2025-05-09,7.8642,5.55,30,27,en
64084,Scorned,1993-07-14,7.8628,5.2,45,18|53,en
1359607,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,2025-06-27,7.8614,8.0,29,16|35|14,ja
10112,The Aristocats,1970-12-24,7.8523,7.3,5333,16|35|10751|12,en
10315,Fantastic Mr. Fox,2009-10-14,7.8522,7.8,6038,12|16|35|10751,en
4982,American Gangster,2007-11-02,7.8506,7.589,5974,18|80,en
44833,Battleship,2012-04-11,7.8468,5.883,5891,53|28|12|878,en
1451398,Re/Member: The Last Night,2025-09-05,7.8447,4.846,13,27,ja
13183,Watchmen,2009-03-04,7.8428,7.351,9906,9648|28|878,en
650524,Back to the Past,2025-12-31,7.841,6.04,25,878|28|35,cn
7220,The Punisher,2004-04-15,7.8394,6.362,3097,28|80|18,en
1669050,Tayuan 2,2026-04-17,7.8324,0.0,0,18,tl
137,Groundhog Day,1993-02-11,7.8254,7.628,8812,10749|14|35,en
1422096,Good Boy,2025-10-01,7.8237,6.7,578,27,en
1288072,Keeper,2025-11-12,7.8179,5.644,215,27|9648,en
1042834,Eden,2025-04-03,7.8145,6.682,617,53|18,en
9880,The Princess Diaries,2001-08-03,7.8141,6.961,5238,35|10751|10749,en
55721,Bridesmaids,2011-05-13,7.8093,6.506,4644,35|10749,en
591,The Da Vinci Code,2006-05-17,7.8061,6.725,9990,53|9648,en
454639,Masters of the Universe,2026-06-03,7.8054,0.0,0,28|14|878,en
225886,Sex Tape,2014-07-17,7.8036,5.409,4203,35,en
11247,A Cinderella Story,2004-07-16,7.8016,6.59,3359,35|10751|10749,en
805195,The Girl Who Believes in Miracles,2021-04-02,7.7983,7.4,114,10751|18,en
273477,Scouts Guide to the Zombie Apocalypse,2015-10-23,7.7921,6.572,2106,35|27,en
1653996,Perros y Diablos,2026-03-18,7.7902,5.0,2,18|53,es
676,Pearl Harbor,2001-05-21,7.7896,6.937,6946,10752|10749|36|28,en
629542,The Bad Guys,2022-03-17,7.7859,7.526,2516,10751|35|80|16|28,en
126889,Alien: Covenant,2017-05-09,7.7844,6.174,9342,27|878,en
5175,Rush Hour 2,2001-08-03,7.7811,6.757,4541,28|35|80,en
1360829,VIRGIN PUNK Clockwork Girl,2025-06-27,7.7798,7.0,6,16|28|878,ja
297761,Suicide Squad,2016-08-03,7.7794,5.917,22004,28|12|14,en
399055,The Shape of Water,2017-12-01,7.7752,7.237,12787,18|14|10749,en
276907,Legend,2015-09-09,7.7708,7.056,4240,80|53,en
218726,Doraemon: Nobita's Secret Gadget Museum,2013-03-09,7.7686,6.37,46,12|10751|16|35|14|878,ja
682012,Little Amélie or the Character of Rain,2025-06-25,7.768,8.0,152,16|18|10751,fr
140300,Kung Fu Panda 3,2016-01-23,7.768,6.921,6532,16|28|12|35|10751,en
1496735,Genshin Impact: Star Odyssey,2025-06-12,7.7635,0.0,0,16|10402,zh
1010600,The Strangers: Chapter 1,2024-05-15,7.7593,5.662,731,27|53,en
12092,Alice in Wonderland,1951-07-28,7.753,7.185,6231,16|10751|14|12,en
318846,The Big Short,2015-12-11,7.7523,7.364,9769,35|18,en
666277,Past Lives,2023-06-02,7.7515,7.714,2265,18|10749,en
64682,The Great Gatsby,2013-05-09,7.749,7.353,12885,18|10749,en
937101,In the Morning of La Petite Mort,2023-10-13,7.7416,6.8,4,,zh
73723,The Lorax,2012-03-01,7.7412,6.524,3840,16|10751,en
1131759,Omniscient Reader: The Prophecy,2025-07-23,7.7397,6.8,81,28|12|14,ko
839369,May December,2023-11-16,7.7387,6.575,1015,18,en
293767,Billy Lynn's Long Halftime Walk,2016-11-10,7.737,6.0,630,18|10752,en
76493,The Dictator,2012-05-15,7.7336,6.225,6383,35,en
956,Mission: Impossible III,2006-04-25,7.7295,6.762,7554,12|28|53,en
5559,Bee Movie,2007-10-28,7.7271,6.033,5207,10751|16|12|35,en
1151272,Sirāt,2025-06-06,7.7215,6.848,606,18|53,es
8961,Bad Boys II,2003-07-18,7.7175,6.656,5879,28|80|35,en
84892,The Perks of Being a Wallflower,2012-09-20,7.7172,7.8,11132,18,en
118340,Guardians of the Galaxy,2014-07-30,7.715,7.905,29544,28|878|12,en
1924,Superman,1978-12-14,7.7142,7.161,4229,878|28|12,en
534,Terminator Salvation,2009-05-20,7.712,6.084,6978,28|878|53,en
289,Casablanca,1943-01-15,7.712,8.143,5995,18|10749,en
37169,The Human Centipede (First Sequence),2009-10-31,7.7089,5.184,2360,27,en
9383,Hollow Man,2000-08-04,7.7058,5.959,2735,28|878|53,en
581528,"The Gangster, the Cop, the Devil",2019-05-15,7.7003,7.842,1433,28|80|53,ko
273248,The Hateful Eight,2015-12-25,7.6997,7.757,15174,18|9648|37,en
1701,Con Air,1997-06-05,7.6995,6.767,4638,28|53|80,en
1367763,Lilly Lives Alone,2025-08-22,7.692,6.167,6,27|53,en
177677,Mission: Impossible - Rogue Nation,2015-07-28,7.6875,7.222,9643,28|12,en
12405,Slumdog Millionaire,2008-11-12,7.6699,7.731,11247,18|10749,en
12244,9,2009-08-19,7.6668,6.947,3839,28|12|16|878|53,en
49047,Gravity,2013-10-03,7.6639,7.168,16235,878|53|18,en
530254,The Witch: Part 1. The Subversion,2018-06-27,7.6613,7.904,718,28|9648|878,ko
329,Jurassic Park,1993-06-11,7.6573,7.967,17726,12|878,en
10897,The Little Rascals,1994-08-05,7.6556,6.804,1308,10749|35|10751,en
1035048,Elevation,2024-11-07,7.6554,6.416,942,28|878|53,en
927,Gremlins,1984-06-08,7.6546,7.142,6931,14|27|35,en
57201,The Lone Ranger,2013-07-03,7.6513,6.122,6119,28|12|37,en
402,Basic Instinct,1992-03-20,7.6505,6.939,4330,53|9648,en
9276,The Faculty,1998-12-25,7.6469,6.562,2213,27|878,en
466282,To All the Boys I've Loved Before,2018-08-17,7.6462,7.595,8692,35|10749,en
425909,Ghostbusters: Afterlife,2021-11-18,7.6452,7.325,5098,14|35|12,en
527774,Raya and the Last Dragon,2021-03-03,7.6437,7.801,7232,16|10751|14|12|28,en
1244492,Look Back,2024-06-28,7.6416,8.06,520,16|18,ja
184315,Hercules,2014-07-23,7.6378,5.799,4314,28|12,en
4256,Scary Movie 3,2003-10-24,7.636,5.964,4430,35,en
136799,Trolls,2016-10-13,7.6337,6.628,3792,10751|16|14|12|35|10402,en
141052,Justice League,2017-11-15,7.6327,6.071,13599,28|12|878,en
75612,Oblivion,2013-04-10,7.6312,6.673,11408,28|878|12|9648,en
531428,Portrait of a Lady on Fire,2019-09-06,7.6267,8.1,2897,18|10749,fr
1023922,MaXXXine,2024-07-04,7.6258,6.301,1440,27|53,en
1429348,The Stranger,2025-10-29,7.6222,6.814,149,18|80,fr
799882,The Bluff,2026-02-17,7.6209,6.259,79,18|28|53,en
397567,Along with the Gods: The Two Worlds,2017-12-20,7.6194,8.04,1174,28|12|18|14|53,ko
1084736,The Count of Monte Cristo,2024-06-28,7.6154,7.916,1991,12|28|18,fr
9426,The Fly,1986-08-15,7.6138,7.428,4913,27|878,en
76163,The Expendables 2,2012-08-08,7.6126,6.354,7128,28|12|53,en
34584,The NeverEnding Story,1984-04-06,7.6113,7.214,4339,12|14|10751|18,de
364689,Ferdinand,2017-12-09,7.6109,7.214,3068,16|10751|12|35,en
52741,Side Out,1990-03-30,7.6074,5.2,39,35|18|10749,en
10527,Madagascar: Escape 2 Africa,2008-10-30,7.6073,6.523,7376,12|16|35|10751,en
1278950,The Ritual,2025-04-18,7.6036,5.9,269,27|18|53,en
434853,Space/Time,2025-06-25,7.6018,5.862,47,878|28|53,en
11130,The Princess Diaries 2: Royal Engagement,2004-08-06,7.5999,6.714,3389,35|18|10751|10749,en
33,Unforgiven,1992-08-07,7.5996,7.908,4902,37,en
60308,Moneyball,2011-09-23,7.599,7.29,5701,18,en
42456,40 Carats,1973-06-28,7.599,5.7,17,35|10749,en
454640,The Angry Birds Movie 2,2019-08-02,7.5982,7.044,1861,16|12|35|10751,en
4234,Scream 3,2000-02-04,7.5965,6.0,4002,27|9648,en
1885,The Karate Kid,1984-06-22,7.5965,7.218,4658,28|18,en
238636,The Purge: Anarchy,2014-07-17,7.594,6.628,6675,27|53,en
1078023,The King of Snipers,2023-01-24,7.5917,5.6,10,28|80|35|10752,zh
697843,Extraction 2,2023-06-09,7.5859,7.386,2850,28|53|80,en
515001,Jojo Rabbit,2019-10-18,7.5762,7.988,10323,35|10752|18,en
1469354,Border Hunters,2025-10-20,7.5689,6.133,45,28|53,en
427641,Rampage,2018-04-11,7.5663,6.448,7459,28|12|878,en
579974,RRR,2022-03-24,7.5653,7.715,1570,28|12|18,te
3176,Battle Royale,2000-12-16,7.5649,7.272,3780,18|53|28,ja
1444249,The Highest Stakes,2026-04-14,7.5639,4.2,2,53,en
755,From Dusk Till Dawn,1996-01-19,7.5612,7.04,6444,27|28|53|80,en
1383247,Agent Zero,2025-08-06,7.5576,5.31,29,28|53,fr
297222,PK,2014-12-18,7.5561,7.692,1143,35|18|878,hi
146,"Crouching Tiger, Hidden Dragon",2000-07-06,7.545,7.436,3525,12|18|28|10749,zh
9325,The Jungle Book,1967-10-18,7.5346,7.278,6632,10751|16|12,en
10555,Shark Tale,2004-09-20,7.5334,6.035,6668,16|28|35|10751,en
100402,Captain America: The Winter Soldier,2014-03-20,7.5293,7.653,19877,28|12|878,en
206647,Spectre,2015-10-26,7.5254,6.569,11172,28|12|53,en
19913,(500) Days of Summer,2009-07-17,7.5191,7.3,10961,35|18|10749,en
1340110,Redux Redux,2025-12-28,7.519,6.485,97,878|9648|53,en
1018,Mulholland Drive,2001-06-06,7.5187,7.8,6966,53|18|9648,en
868668,Ustaad Bhagat Singh,2026-03-18,7.5154,6.2,4,28|35|18,te
9902,Wrong Turn,2003-05-30,7.5153,6.384,2959,27|53,en
572154,Rascal Does Not Dream of a Dreaming Girl,2019-06-15,7.5149,8.259,584,16|10749|18|14,ja
332562,A Star Is Born,2018-10-03,7.5096,7.493,12182,10402|18|10749,en
882598,Smile,2022-09-23,7.5084,6.663,3990,27|9648,en
380,Rain Man,1988-12-12,7.5077,7.751,7032,18,en
762441,A Quiet Place: Day One,2024-06-26,7.5065,6.653,3269,27|878|53,en
16318,Sex Is Zero,2002-12-12,7.5047,6.1,136,35|10749,ko
914,The Great Dictator,1940-10-15,7.5037,8.282,3671,35|10752,en
818647,Through My Window,2022-02-04,7.5022,7.352,3324,10749|18|35,es
1050035,Monster,2023-06-02,7.5021,7.9,855,9648|53|18,ja
1892,Return of the Jedi,1983-05-25,7.501,7.907,16819,12|28|878,en
192904,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,2004-03-06,7.5004,7.267,30,16|12|10751|878|14,ja
190859,American Sniper,2014-12-25,7.4997,7.4,13568,10752|28,en
9016,Treasure Planet,2002-11-26,7.4994,7.563,4561,878|12|16|10751|14,en
4977,Paprika,2006-10-01,7.4974,7.815,2816,878|53|16,ja
270303,It Follows,2015-02-04,7.4943,6.582,6862,27|9648,en
8835,Legally Blonde,2001-07-13,7.492,6.808,4489,35,en
976893,Perfect Days,2023-11-10,7.4841,7.789,1862,18,ja
640146,Ant-Man and the Wasp: Quantumania,2023-02-15,7.4717,6.231,5751,28|12|878,en
11645,Ran,1985-06-01,7.4693,8.0,1788,28|18|36,ja
324544,In the Lost Lands,2025-02-27,7.4691,6.348,779,28|14|37,en
718821,Twisters,2024-07-10,7.4641,6.778,2910,28|53,en
10528,Sherlock Holmes,2009-12-23,7.4627,7.219,14697,12|80|9648|28,en
1641965,Untold: Jail Blazers,2026-04-14,7.4624,6.3,3,99,en
871,Planet of the Apes,1968-02-07,7.4596,7.65,3915,878|12|18|28,en
11782,Hard Boiled,1992-04-16,7.4583,7.5,929,28|53|80,cn
1128650,The Prosecutor,2024-12-08,7.4535,7.0,199,28|18|80|53,cn
274854,The Last Witch Hunter,2015-10-21,7.4471,6.009,3821,28|12|14,en
609,Poltergeist,1982-06-04,7.4468,7.154,3295,27,en
793387,Holy Night: Demon Hunters,2025-04-30,7.4461,6.84,97,28|14|27|53,ko
70841,Doraemon: Nobita's Dinosaur,2006-03-04,7.4447,7.473,92,16|12|10751|14|878,ja
81188,Rise of the Guardians,2012-11-21,7.443,7.372,7103,16|10751|14|28|12,en
460458,Resident Evil: Welcome to Raccoon City,2021-11-24,7.4426,5.935,2659,28|27|878,en
877703,Teen Wolf: The Movie,2023-01-18,7.4351,7.468,946,28|14|10770,en
19908,Zombieland,2009-10-02,7.4308,7.26,13076,35|27,en
264660,Ex Machina,2015-01-21,7.4239,7.574,14156,18|878,en
636706,Spaceman,2024-02-23,7.4202,6.707,1025,878|12|18,en
1271895,96 Minutes,2025-09-05,7.4157,6.006,77,28|80|10749,zh
763215,Damsel,2024-03-07,7.4149,6.983,2742,14|28|12,en
893712,Sword Art Online the Movie – Progressive – Scherzo of Deep Night,2022-10-22,7.4147,7.6,215,16|28|14|878,ja
710,GoldenEye,1995-11-16,7.4115,6.898,4287,12|28|53,en
131634,The Hunger Games: Mockingjay - Part 2,2015-11-18,7.405,6.9,13261,28|12|878,en
764,The Evil Dead,1981-10-15,7.4048,7.276,4421,27,en
1125257,Freakier Friday,2025-08-06,7.4026,6.849,658,35|14|10751,en
70,Million Dollar Baby,2004-12-05,7.3995,7.953,10282,18,en
294254,Maze Runner: The Scorch Trials,2015-09-09,7.399,6.7,10950,878|28|53|12,en
98566,Teenage Mutant Ninja Turtles,2014-08-07,7.394,5.9,7146,878|28|12|35,en
1014505,OVERLORD: The Sacred Kingdom,2024-09-20,7.3868,7.9,170,28|12|16|14,ja
142,Brokeback Mountain,2005-10-22,7.3855,7.784,7494,18|10749,en
300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-14,7.3831,7.27,3907,10752|28|36|18|53,en
652837,"Josee, the Tiger and the Fish",2020-12-25,7.38,8.253,584,16|18|10749,ja
415,Batman & Robin,1997-06-20,7.3792,4.388,5363,28|878|12,en
13186,Wrong Turn 2: Dead End,2007-08-25,7.3764,6.134,1519,27|53,en
4108,The Transporter,2002-10-02,7.3753,6.72,5764,28|80|53,en
11969,Tombstone,1993-12-25,7.3748,7.585,2418,37|28,en
258489,The Legend of Tarzan,2016-06-29,7.373,5.915,6476,14|28|12,en
796,Cruel Intentions,1999-03-05,7.3711,6.798,3530,18|10749,en
1089,Point Break,1991-07-12,7.3573,7.155,3936,28|53|80,en
1428862,Firebreak,2026-02-19,7.3545,6.414,128,53|18,es
23168,The Town,2010-09-15,7.3521,7.218,5579,80|18|53,en
11621,Porco Rosso,1992-07-18,7.3474,7.795,3676,16|12|14,ja
9584,Convoy,1978-06-27,7.3406,6.298,416,28|35|18,en
1927,Hulk,2003-06-19,7.3404,5.579,6220,878|12|28,en
1429738,Tee Yai: Born to Be Bad,2025-11-12,7.3391,5.394,47,80|28|18,th
1561758,It Takes a Village,2026-04-01,7.335,4.7,9,10749|35,pl
1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,7.33,6.6,14230,12|28|878,en
38234,Undisputed III: Redemption,2010-04-17,7.3298,7.5,1002,28|53|80|18,en
76025,Shame,2011-10-02,7.3281,6.925,3383,18,en
163,Ocean's Twelve,2004-12-09,7.3271,6.567,7828,53|80,en
334541,Manchester by the Sea,2016-11-17,7.3243,7.553,6369,18,en
967,Spartacus,1960-10-13,7.3214,7.537,2366,36|10752|18|12,en
1258151,Kraken,2025-04-17,7.3129,6.3,50,878|12|18,ru
628,Interview with the Vampire,1994-11-11,7.3112,7.387,6368,27|18|14,en
9323,Ghost in the Shell,1995-11-18,7.3109,7.928,3833,28|16|878,ja
338953,Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,7.3086,6.628,5047,14|12,en
1462146,S4: The Bob Lazar Story,2026-04-03,7.307,8.042,12,99,en
279,Amadeus,1984-09-19,7.3066,8.023,4715,36|10402|18,en
777443,The Electric State,2025-03-07,7.305,6.487,1605,878|12|28,en
1249508,Grizzly Night,2026-07-02,7.3045,0.0,0,27|53|18,en
968051,The Nun II,2023-09-06,7.2998,6.6,2433,27,en
889737,Joker: Folie à Deux,2024-10-01,7.2907,5.401,2870,18|80|53,en
1643729,Ishqa'n De Lekhe,2026-03-06,7.2848,10.0,1,18|10749|10402,pa
408349,My Neighbor's Wife,2016-07-28,7.2841,4.4,7,10749|18,ko
9928,Robots,2005-03-10,7.2806,6.481,4877,16|35|10751|878,en
125509,Wrong Turn 5: Bloodlines,2012-10-18,7.2802,5.478,1031,27|53,en
8009,Highlander,1986-03-07,7.2801,6.861,2879,12|28|14,en
28178,Hachi: A Dog's Tale,2009-06-08,7.2755,8.005,7127,18|10751,en
1047041,Detective Conan: Black Iron Submarine,2023-04-14,7.2679,7.0,137,16|28|80|9648,ja
22538,Scott Pilgrim vs. the World,2010-08-12,7.2669,7.5,8500,28|35|10749,en
6114,Bram Stoker's Dracula,1992-11-13,7.2669,7.449,5714,10749|27,en
11074,Striking Distance,1993-09-17,7.2664,5.87,896,80|28|9648|53,en
1511789,Captain Hook: The Cursed Tides,2025-07-11,7.2583,4.96,50,12|28|27,en
536554,M3GAN,2022-12-28,7.2579,7.027,4751,878|27,en
169,Predator 2,1990-11-21,7.2555,6.298,3777,878|28|53,en
7518,Over the Hedge,2006-05-17,7.2463,6.591,4793,10751|35|16|12,en
31606,The Package,1989-08-25,7.2455,6.128,262,80|53|28,en
1356039,Counterattack,2025-02-27,7.2452,8.2,803,28|12|53,es
10895,Pinocchio,1940-02-23,7.2449,7.107,6215,16|10751|14,en
265208,Wild Card,2015-01-14,7.2427,5.693,1919,53|80|28,en
454619,Overboard,2018-04-13,7.2405,6.64,1472,10749|35,en
1948,Crank,2006-08-31,7.2392,6.652,4164,28|53|80,en
9461,Enter the Dragon,1973-08-17,7.238,7.416,2061,28,en
22970,The Cabin in the Woods,2012-04-12,7.2321,6.6,8466,27|9648|35,en
341006,The Belko Experiment,2016-03-17,7.2294,6.18,1654,27|53|28,en
293670,The Wailing,2016-05-12,7.2294,7.373,2020,27|9648,ko
757725,Shadow Force,2025-05-01,7.226,6.33,286,28|53,en
9804,Waterworld,1995-07-28,7.22,6.224,4029,12|28|878,en
343668,Kingsman: The Golden Circle,2017-09-20,7.2152,6.946,11071,28|12|35|80,en
11836,The SpongeBob SquarePants Movie,2004-11-19,7.2073,7.1,3161,10751|35|12|16|14,en
9602,Coming to America,1988-06-29,7.2066,6.876,4702,35|10749,en
587,Big Fish,2003-12-10,7.2063,7.758,7708,12|14|18,en
9352,EuroTrip,2004-02-20,7.204,6.614,2913,35,en
7340,Carrie,1976-11-03,7.1981,7.329,4264,27|53,en
2649,The Game,1997-09-12,7.1954,7.6,7253,18|53|9648,en
87428,That's My Boy,2012-06-14,7.1936,5.803,2132,35,en
68735,Warcraft,2016-05-25,7.185,6.399,7208,28|12|14,en
184345,A Haunted House 2,2014-04-17,7.1845,6.176,1572,35|27,en
1427,Perfume: The Story of a Murderer,2006-09-13,7.1797,7.368,4953,80|14|18,en
5255,The Polar Express,2004-11-10,7.1796,6.724,6839,16|10751|14|12,en
10764,Quantum of Solace,2008-10-29,7.1762,6.336,8472,12|28|53,en
690216,Brass Sun,2018-11-26,7.175,0.0,0,10752|18,ru
788,Mrs. Doubtfire,1993-11-24,7.166,7.196,6566,35|18|10751,en
522938,Rambo: Last Blood,2019-09-18,7.1648,6.527,4177,28|53|18,en
330459,Rogue One: A Star Wars Story,2016-12-14,7.1635,7.505,16291,28|12|878,en
454,Romeo + Juliet,1996-11-01,7.1608,6.8,5314,18|10749,en
799583,The Ministry of Ungentlemanly Warfare,2024-04-18,7.1593,7.017,1834,28|35|10752,en
10483,Death Race,2008-08-22,7.1589,6.295,4091,28|53|878,en
812225,Black Clover: Sword of the Wizard King,2023-06-16,7.1579,8.1,365,16|14|28|12,ja
4011,Beetlejuice,1988-03-30,7.155,7.369,8382,14|35,en
315465,The Boy and the Beast,2015-07-11,7.1472,7.9,1587,28|12|16|18|10751|14,ja
507244,Afterburn,2025-08-20,7.1466,6.243,263,28|878|35,en
11713,Fist of Fury,1972-03-22,7.1399,7.225,1061,18|28|53,zh
290250,The Nice Guys,2016-05-15,7.1376,7.129,8563,35|80|28,en
317442,The Last: Naruto the Movie,2014-12-06,7.1355,7.457,2373,28|10749|16,ja
1637,Speed,1994-06-09,7.1278,7.148,6775,28|53,en
1595852,Boulevard,2026-04-10,7.1248,4.2,3,18|10749,es
38142,5 Centimeters per Second,2007-03-03,7.1217,7.292,2131,16|10749|18,ja
153,Lost in Translation,2003-09-18,7.1216,7.4,8016,18|35|10749,en
594,The Terminal,2004-06-17,7.1175,7.351,8623,35|18,en
310,Bruce Almighty,2003-05-23,7.1125,6.725,11420,14|35,en
406759,Moonfall,2022-02-02,7.1084,6.25,3530,878|12|28,en
256591,Focus,2015-02-25,7.1023,6.868,8240,10749|35|80,en
9023,Spirit: Stallion of the Cimarron,2002-05-24,7.102,7.687,4860,16|12|10751|18|37,en
433,Mary Poppins,1964-12-17,7.0997,7.542,4974,35|10751|14,en
51876,Limitless,2011-03-17,7.0969,7.196,11375,53|9648|878,en
96721,Rush,2013-09-02,7.0932,7.735,7759,18|28,en
1466115,Even If This Love Disappears Tonight,2025-12-24,7.0871,8.341,132,10749|18,ko
514847,The Hunt,2020-03-11,7.084,6.637,3589,28|53|27,en
10009,Brother Bear,2003-10-23,7.0833,7.272,5719,12|16|10751,en
346910,The Predator,2018-09-05,7.0731,5.6,5100,878|28|53,en
9339,Click,2006-06-23,7.0725,6.302,7505,35|18|14,en
646,Dr. No,1962-10-07,7.0716,6.987,4012,12|28|53,en
568300,BTS World Tour: Love Yourself in Seoul,2019-01-26,7.0675,8.241,454,10402|99,ko
65,8 Mile,2002-11-08,7.0671,7.142,7760,18|10402,en
899524,Golda,2023-08-23,7.0626,6.3,200,18|36|10752,en
395834,Wind River,2017-08-03,7.0595,7.435,5719,80|9648|18|53,en
9475,Scent of a Woman,1992-12-23,7.0591,7.786,3892,18,en
516486,Greyhound,2020-07-09,7.0582,7.409,3262,10752|28|18,en
1022453,The Rajasaab,2026-01-08,7.0581,5.185,27,35|27|14,te
4257,Scary Movie 4,2006-04-12,7.0511,5.488,3544,35,en
138832,We're the Millers,2013-08-07,7.0508,6.84,9396,35|80,en
639933,The Northman,2022-04-07,7.048,7.033,4972,28|12|14,en
18334,Guinea Pig: Devil's Experiment,1985-09-04,7.0466,4.8,158,27,ja
81005,Jack the Giant Slayer,2013-02-27,7.0462,5.871,5178,14|28|12|18,en
1715,The Cider House Rules,1999-12-17,7.0462,7.084,1281,18,en
760329,The Smashing Machine,2025-10-01,7.0429,6.478,538,18|36,en
744276,After Ever Happy,2022-08-24,7.0424,6.769,1363,10749|18,en
1086260,The Astronaut,2025-09-26,7.0416,6.1,300,27|878|53,en
10665,The Strangers,2008-05-29,7.0398,6.124,2644,27|53,en
1771,Captain America: The First Avenger,2011-07-22,7.0278,7.005,22610,28|12|878,en
341174,Fifty Shades Darker,2017-02-08,7.0256,6.472,7910,18|10749,en
180,Minority Report,2002-06-20,7.0251,7.352,9530,878|28|53,en
187017,22 Jump Street,2014-06-05,7.0248,6.826,8462,80|35|28,en
35,The Simpsons Movie,2007-07-25,7.019,7.02,8492,16|35|10751,en
1371185,Song Sung Blue,2025-12-25,7.0186,7.398,220,10402|10749|18,en
492101,New Golden Lotus  I,1996-03-08,7.0113,6.8,9,18|10749,cn
423108,The Conjuring: The Devil Made Me Do It,2021-05-25,7.0108,7.358,6476,27|9648|53,en
609681,The Marvels,2023-11-08,7.0095,5.94,3308,878|12|28,en
1607,A Bronx Tale,1993-10-01,7.0075,7.874,2817,18|80,en
614479,Insidious: The Red Door,2023-07-05,7.0074,6.512,1937,27|53,en
1593,Night at the Museum,2006-12-20,7.0024,6.598,10884,14|10751|35,en
8810,Mad Max 2,1981-12-24,6.9977,7.387,4133,12|28|53|878,en
420809,Maleficent: Mistress of Evil,2019-10-16,6.9971,7.3,6442,10751|14|12,en
9603,Clueless,1995-07-19,6.9967,7.3,4761,35|10749,en
608,Men in Black II,2002-07-03,6.9907,6.384,10577,28|35|878,en
1173558,Burning Betrayal,2023-10-25,6.9876,6.239,234,18|9648|10749,pt
122126,The Concubine,2012-06-06,6.9868,5.8,110,18,ko
2270,Stardust,2007-08-10,6.9859,7.288,4395,12|14|10749|10751,en
400535,Sicario: Day of the Soldado,2018-06-27,6.9801,6.94,3990,28|80|53,en
262500,Insurgent,2015-03-18,6.9788,6.36,10386,28|878|53,en
1189518,Vaazha,2024-08-15,6.9751,6.457,23,35|18,ml
428045,Iron Mask,2019-08-16,6.9744,6.1,539,28|12|10751|14,ru
1420733,The Cursed: Insatiable Desires,2025-09-17,6.9742,6.0,8,27|53,ko
217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,6.9727,6.022,8962,12|28,en
